,BRLUSD Curncy,PENUSD Curncy,MXNUSD Curncy,COPUSD Curncy,CLPUSD Curncy,TRYUSD Curncy,RUBUSD Curncy,ZARUSD Curncy,CNYUSD Curncy,KRWUSD Curncy,IDRUSD Curncy,INRUSD Curncy,PHPUSD Curncy,THBUSD Curncy
1989-06-28,,,0.40404,,0.39331,476.19055,,0.35841,0.26799,0.14936,,0.060827,,0.03865
1989-07-05,,,0.40816,,0.37088,476.19055,,0.37091,0.26799,0.14929,,0.061373,,0.03881
1989-07-12,,,0.40816,,0.37088,476.19055,,0.3739,0.26799,0.14927,,0.061237,,0.03878
1989-07-19,,,0.40816,,0.37088,476.19055,,0.37016,0.26799,0.14916,,0.060827,,0.03866
1989-07-26,,,0.39525,,0.37088,476.19055,,0.37418,0.26799,0.14988,,0.060423,,0.03866
1989-08-02,,,0.4,,0.3637,476.19055,,0.38146,0.26799,0.14927,,0.060753,,0.03892
1989-08-09,,,0.39261,,0.3637,454.54546,,0.37425,0.26799,0.14909,,0.060386,,0.03877
1989-08-16,,,0.39215,,0.3637,454.54546,,0.36563,0.26799,0.14896,,0.060168,,0.03858
1989-08-23,,,0.39062,,0.3637,454.54546,,0.36166,0.26799,0.14894,,0.060423,,0.03853
1989-08-30,,,0.3894,,0.3637,454.54546,,0.36166,0.26799,0.14885,,0.059988,,0.03846
1989-09-06,,,0.3885,,0.35883,454.54546,,0.35714,0.26799,0.14863,,0.059737,,0.03838
1989-09-13,,,0.4,,0.35883,454.54546,,0.35511,0.26799,0.14856,,0.059737,,0.03834
1989-09-20,,,0.38624,,0.35883,454.54546,,0.35769,0.26799,0.14863,,0.059524,,0.03843
1989-09-27,,,0.4,,0.35883,476.19055,,0.36818,0.26799,0.14867,,0.059916,,0.03861
1989-10-04,,,0.4,,0.35602,454.54546,,0.37209,0.26799,0.14861,,0.059312,,0.03871
1989-10-11,,,0.4,,0.35602,454.54546,,0.36429,0.26799,0.14841,,0.059347,,0.03862
1989-10-18,,,0.39215,,0.35602,434.78264,,0.3772,0.26799,0.14834,,0.059595,,0.03863
1989-10-25,,,0.3827,,0.35602,454.54546,,0.37936,0.26799,0.14834,,0.05963,,0.03869
1989-11-01,,,0.39215,,0.35023,434.78264,,0.37978,0.26799,0.14827,,0.059242,,0.03866
1989-11-08,,,0.39215,,0.35023,434.78264,,0.37965,0.26799,0.14821,,0.059242,,0.03859
1989-11-15,,,0.37835,,0.35023,434.78264,,0.38064,0.26799,0.14817,,0.059207,,0.03861
1989-11-22,,,0.39215,,0.35023,434.78264,,0.38204,0.26799,0.14814,,0.059102,,0.03861
1989-11-29,,,0.39215,,0.35023,434.78264,,0.38314,0.26799,0.14803,,0.058893,,0.03871
1989-12-06,,,0.39215,,0.34298,434.78264,,0.38986,0.26799,0.14788,,0.058962,,0.03871
1989-12-13,,,0.37564,,0.34298,434.78264,,0.38797,0.26799,0.14788,,0.059067,,0.03872
1989-12-20,,,0.37636,,0.34298,434.78264,,0.38834,0.21124,0.14738,,0.059067,,0.03883
1989-12-27,,,0.37264,,0.34298,454.54546,,0.39486,0.21124,0.14688,,0.059172,,0.03889
1990-01-03,,,0.37355,,0.33628,434.78264,,0.38789,0.21124,0.1463,,0.058962,,0.03889
1990-01-10,,,0.37285,,0.33628,434.78264,,0.39331,0.21124,0.14604,,0.059067,,0.03889
1990-01-17,,,0.37037,,0.33628,434.78264,,0.39062,0.21124,0.14564,,0.058928,,0.03883
1990-01-24,,,0.36982,,0.33628,434.78264,,0.39032,0.21124,0.14536,,0.058824,,0.03875
1990-01-31,,,0.369,,0.33832,434.78264,,0.39009,0.21124,0.14513,,0.058962,,0.03892
1990-02-07,,,0.3679,,0.33832,434.78264,,0.3951,0.21124,0.14482,,0.058997,,0.03889
1990-02-14,,,0.36697,,0.33832,434.78264,,0.39308,0.21124,0.14442,,0.058893,,0.03888
1990-02-21,,,0.36616,,0.33832,434.78264,,0.39432,0.21124,0.14427,,0.058824,,0.03891
1990-02-28,,,0.36429,,0.33878,416.66674,,0.39093,0.21124,0.14353,,0.058582,,0.03875
1990-03-07,,,0.36391,,0.33878,416.66674,,0.38714,0.21124,0.1432,,0.058582,,0.03872
1990-03-14,,,0.36277,,0.33878,400.00005,,0.38131,0.21124,0.14259,,0.05848,,0.03856
1990-03-21,,,0.36231,,0.33878,400.00005,,0.38037,0.21124,0.14283,,0.058514,,0.03859
1990-03-28,,,0.36179,,0.33878,400.00005,,0.37678,0.21124,0.14202,,0.058106,,0.03841
1990-04-04,,,0.36075,,0.33672,400.00005,,0.37664,0.21124,0.14116,,0.058005,,0.03838
1990-04-11,,,0.35855,,0.33672,416.66674,,0.37821,0.21124,0.14088,,0.05787,,0.03841
1990-04-18,,,0.35868,,0.33672,400.00005,,0.377,0.21124,0.14086,,0.057703,,0.03838
1990-04-25,,,0.35676,,0.33672,400.00005,,0.37771,0.21124,0.14116,,0.057637,,0.03843
1990-05-02,,,0.35752,,0.33679,400.00005,,0.37664,0.21124,0.141,,0.057537,,0.0385
1990-05-09,,,0.35714,,0.33679,400.00005,,0.38167,0.21124,0.1407,,0.057637,,0.03843
1990-05-16,,,0.35435,,0.33679,400.00005,,0.37842,0.21124,0.14058,,0.05777,,0.03871
1990-05-23,,,0.35373,,0.33679,384.61543,,0.37804,0.21124,0.13989,,0.057803,,0.03863
1990-05-30,,,0.35298,,0.33679,384.61543,,0.37579,0.21124,0.1398,,0.057571,,0.03874
1990-06-06,,,0.35236,,0.3372,384.61543,,0.37495,0.21124,0.13968,,0.057405,,0.03862
1990-06-13,,,0.3526,,0.3372,384.61543,,0.37558,0.21124,0.13908,,0.057405,,0.03859
1990-06-20,,,0.35087,,0.3372,384.61543,,0.3746,0.21124,0.13902,,0.057405,,0.03868
1990-06-27,,,0.35087,,0.3372,384.61543,,0.37592,0.21124,0.139,,0.057471,,0.03863
1990-07-04,,,0.34977,,0.33662,384.61543,,0.37807,0.21124,0.13921,,0.057307,,0.03881
1990-07-11,,,0.35014,,0.33662,384.61543,,0.37885,0.21124,0.13885,,0.057604,,0.03888
1990-07-18,,,0.34867,,0.33662,370.37044,,0.38022,0.21124,0.13914,,0.057339,,0.03889
1990-07-25,,,0.34843,,0.33662,384.61543,,0.38647,0.21124,0.13919,,0.057405,,0.03891
1990-08-01,,,0.34904,,0.33503,370.37044,,0.3861,0.21124,0.13948,,0.057637,,0.039
1990-08-08,,,0.34794,,0.33503,370.37044,,0.3855,0.21124,0.13921,,0.057837,,0.03895
1990-08-15,,,0.34818,,0.33503,384.61543,,0.38834,0.21124,0.1389,,0.05767,,0.039
1990-08-22,,,0.34674,,0.33503,370.37044,,0.39062,0.21124,0.13908,,0.057737,,0.03913
1990-08-29,,,0.34686,,0.33503,384.61543,,0.39231,0.21124,0.13935,,0.057604,,0.0393
1990-09-05,,,0.34638,,0.32845,384.61543,,0.38986,0.21124,0.13948,,0.056689,,0.03921
1990-09-12,,,0.34626,,0.32845,370.37044,,0.38722,0.21124,0.13925,,0.056275,,0.03933
1990-09-19,,,0.34626,,0.32845,370.37044,,0.38872,0.21124,0.13919,,0.056085,,0.03949
1990-09-26,,,0.34578,,0.32845,357.14296,,0.38933,0.21124,0.13952,,0.05531,,0.03949
1990-10-03,,,0.34482,,0.32512,370.37044,,0.3894,0.21124,0.13972,,0.05531,,0.03949
1990-10-10,,,0.34782,,0.32512,384.61543,,0.3937,0.21124,0.13952,,0.055432,,0.03985
1990-10-17,,,0.34423,,0.32512,384.61543,,0.39486,0.21124,0.13919,,0.055402,,0.0394
1990-10-24,,,0.34305,,0.32512,384.61543,,0.39447,0.21124,0.13894,,0.055249,,0.04
1990-10-31,,,0.34234,,0.31078,357.14296,,0.39331,0.21124,0.13954,,0.055127,,0.03985
1990-11-07,,,0.34211,,0.31078,370.37044,,0.39603,0.21124,0.13921,,0.055249,,0.03998
1990-11-14,,,0.34164,,0.31078,370.37044,,0.39603,0.21124,0.13941,,0.055127,,0.03993
1990-11-21,,,0.34211,,0.31078,357.14296,,0.39698,0.19101,0.13943,,0.05534,,0.0399
1990-11-28,,,0.34094,,0.31078,357.14296,,0.3984,0.19101,0.13972,,0.055249,,0.0399
1990-12-05,,,0.34141,,0.30097,357.14296,,0.39556,0.19101,0.13966,,0.055218,,0.03965
1990-12-12,,,0.34013,,0.30097,357.14296,,0.398,0.19101,0.13921,,0.05531,,0.0398
1990-12-19,,,0.34013,,0.30097,357.14296,,0.3988,0.19101,0.13885,,0.055096,,0.03971
1990-12-26,,,0.34013,,0.30097,344.82765,,0.38684,0.19101,0.1389,,0.055127,,0.03955
1991-01-02,,,0.33921,,0.29666,344.82765,,0.39254,0.19101,0.13904,,0.055233,,0.03971
1991-01-09,,,0.33932,,0.29666,333.33335,,0.3907,0.19101,0.13885,,0.054885,,0.03949
1991-01-16,,,0.33783,,0.29666,333.33335,,0.3858,0.19101,0.13863,,0.054377,,0.03951
1991-01-23,,,0.34176,,0.29666,344.82765,,0.39556,0.19101,0.13846,,0.054318,,0.03971
1991-01-30,,,0.33955,,0.29666,344.82765,,0.39408,0.19101,0.1385,,0.054083,,0.03972
1991-02-06,,,0.33749,,0.29644,344.82765,,0.3992,0.19101,0.13833,,0.053763,,0.0398
1991-02-13,,,0.33732,,0.29644,344.82765,,0.39447,0.19101,0.13861,,0.053419,,0.03995
1991-02-20,,,0.33715,,0.29644,322.58073,,0.39261,0.19101,0.13793,,0.052356,,0.03977
1991-02-27,,,0.33687,,0.29644,322.58073,,0.3894,0.19101,0.13751,,0.052466,,0.03961
1991-03-06,,,0.33636,,0.29616,303.03034,,0.38759,0.19101,0.13741,,0.052521,,0.03946
1991-03-13,,,0.33613,,0.29616,294.11765,,0.3835,0.19101,0.13791,,0.052356,,0.03927
1991-03-20,,,0.33613,,0.29616,277.77783,,0.37037,0.19101,0.13719,,0.051813,,0.03916
1991-03-27,,,0.33557,,0.29616,270.27033,,0.36609,0.19101,0.13724,,0.051046,,0.03909
1991-04-03,,,0.33512,,0.29061,277.77783,,0.37105,0.19101,0.13732,,0.050865,,0.0391
1991-04-10,,,0.33523,,0.29061,277.77783,,0.37037,0.1892,0.13717,,0.050684,,0.03913
1991-04-17,,,0.33489,,0.29061,270.27033,,0.36858,0.18929,0.13719,,0.050684,,0.03927
1991-04-24,,,0.33388,,0.29061,256.41022,,0.35932,0.18855,0.13723,,0.049432,,0.03906
1991-05-01,,,0.33355,,0.29635,250.00003,,0.36297,0.18865,0.13749,,0.049554,,0.03895
1991-05-08,,,0.33333,,0.29635,250.00003,,0.36003,0.18796,0.13755,,0.049068,,0.03894
1991-05-15,,,0.33333,,0.29635,256.41022,,0.36036,0.18796,0.13685,,0.048828,,0.03895
1991-05-22,,,0.33277,,0.29635,250.00003,,0.3565,0.18763,0.13721,,0.048426,,0.03898
1991-05-29,,,0.33333,,0.29635,256.41022,,0.35746,0.1874,0.13751,,0.048333,,0.03913
1991-06-05,,,0.33222,,0.29195,243.90243,,0.3546,0.18661,0.13719,,0.047619,,0.03889
1991-06-12,,,0.33167,,0.29195,238.09523,,0.34928,0.1863,0.13709,,0.047551,,0.03877
1991-06-19,,,0.3314,,0.29195,238.09523,,0.34752,0.18609,0.13728,,0.047259,,0.03875
1991-06-26,,,0.33123,,0.29195,238.09523,,0.34752,0.18625,0.13659,,0.047348,,0.03885
1991-07-03,,,0.33112,,0.28732,232.55813,,0.34461,0.18571,0.13693,,0.043253,,0.0388
1991-07-10,,,0.33046,,0.28732,232.55813,,0.34662,0.18607,0.13622,,0.03867,,0.0388
1991-07-17,,,0.33014,,0.28732,232.55813,,0.34812,0.18629,0.13609,,0.038521,,0.03888
1991-07-24,,,0.32992,,0.28732,238.09523,,0.3505,0.18654,0.13653,,0.03879,,0.03886
1991-07-31,,,0.32954,,0.2871,227.27273,,0.34914,0.18654,0.13717,,0.03888,,0.03888
1991-08-07,,,0.32916,,0.2871,232.55813,,0.35211,0.18667,0.13679,,0.039108,,0.03892
1991-08-14,,,0.32916,,0.2871,227.27273,,0.34849,0.1865,0.13572,,0.03873,,0.03895
1991-08-21,,,0.32864,,0.2871,222.22222,,0.35026,0.18557,0.13577,,0.038462,,0.03872
1991-08-28,,,0.32819,,0.2871,222.22222,,0.35118,0.18565,0.13588,,0.038551,,0.03886
1991-09-04,,,0.32808,,0.29201,217.39132,,0.3486,0.18565,0.13437,,0.038715,,0.03888
1991-09-11,,,0.32808,,0.29044,222.22222,,0.35186,0.18575,0.13424,,0.038805,,0.03903
1991-09-18,,,0.3276,,0.28902,222.22222,,0.35385,0.18575,0.13482,,0.038521,,0.0391
1991-09-25,,,0.32695,,0.28908,222.22222,,0.35391,0.18553,0.13386,,0.038655,,0.03913
1991-10-02,,,0.32727,,0.28865,217.39132,,0.35599,0.18553,0.13377,,0.038805,,0.03912
1991-10-09,,,0.32695,,0.28571,212.76603,,0.35328,0.18537,0.13238,,0.038715,,0.03921
1991-10-16,,,0.32679,,0.28739,208.33332,,0.35236,0.18537,0.13257,,0.03873,,0.03918
1991-10-23,,,0.32631,,0.28671,208.33332,,0.35074,0.18537,0.13289,,0.0387,,0.03913
1991-10-30,,,0.32555,,0.28651,208.33332,,0.35175,0.18537,0.13252,,0.038775,,0.039
1991-11-06,,,0.32573,,0.286,204.08163,,0.35676,0.18537,0.13224,0.50581,0.038775,0.03809,0.0392
1991-11-13,,,0.32541,,0.28526,204.08163,,0.35727,0.18527,0.13215,0.50556,0.03876,0.03838,0.03918
1991-11-20,,,0.32541,,0.28209,212.76603,,0.35906,0.18526,0.13204,0.50556,0.03876,0.03838,0.03924
1991-11-27,,,0.32467,,0.28031,208.33332,,0.35778,0.18511,0.13182,0.50505,0.03876,0.03838,0.03932
1991-12-04,,,0.32626,,0.27989,204.08163,,0.35842,0.18479,0.1318,0.50454,0.03876,0.03846,0.03923
1991-12-11,,,0.32679,,0.27903,208.33332,,0.36068,0.18447,0.1314,0.50276,0.03867,0.03831,0.03941
1991-12-18,,,0.32552,,0.27624,204.08163,,0.36114,0.18429,0.13111,0.50403,0.038715,0.03831,0.03937
1991-12-25,,,0.32372,,0.27617,208.33332,,0.36423,0.18418,0.13097,0.50403,0.038685,0.03824,0.03941
1992-01-01,,,0.32615,,0.27528,196.07842,,0.36429,0.18356,0.13066,0.50125,0.038775,0.03838,0.03941
1992-01-08,,,0.32594,,0.27554,196.07842,,0.36516,0.1835,0.13063,0.50251,0.038775,0.03838,0.03968
1992-01-15,2500.0003,,0.32628,,0.27558,192.30772,,0.35486,0.18299,0.13029,0.5015,0.038745,0.03805,0.03943
1992-01-22,2500.0003,,0.32671,,0.27518,188.67922,,0.35971,0.18301,0.13007,0.50025,0.03864,0.03831,0.03946
1992-01-29,2000.0002,,0.32615,,0.28658,181.81823,,0.35956,0.18286,0.13019,0.50025,0.038551,0.03824,0.0394
1992-02-05,2000.0002,,0.32658,,0.29416,181.81823,,0.35997,0.18286,0.13041,0.49975,0.038745,0.03777,0.03966
1992-02-12,2000.0002,,0.32647,,0.29426,181.81823,,0.35688,0.18247,0.12995,0.49925,0.038595,0.03824,0.0394
1992-02-19,2000.0002,,0.32674,,0.29735,175.43862,,0.35279,0.18235,0.12971,0.498,0.038595,0.03937,0.0393
1992-02-26,2000.0002,,0.32674,,0.29789,172.41382,,0.34782,0.18235,0.1296,0.49751,0.038685,0.04022,0.03916
1992-03-04,1666.6602,,0.32674,,0.29736,169.49152,,0.34723,0.18219,0.12939,0.49677,0.035842,0.04022,0.03915
1992-03-11,1666.6602,,0.32674,,0.29851,166.66672,,0.34542,0.18219,0.12926,0.49677,0.035971,0.04032,0.03904
1992-03-18,1666.6602,,0.32546,,0.29597,166.66672,,0.34758,0.18235,0.12891,0.49751,0.035112,0.03891,0.03894
1992-03-25,1428.5701,,0.32472,,0.29408,163.93442,,0.34699,0.18219,0.12846,0.49677,0.034188,0.03891,0.03898
1992-04-01,1428.5701,,0.32674,,0.29399,161.29032,,0.34746,0.18244,0.12827,0.49652,0.034364,0.04154,0.03903
1992-04-08,1428.5701,,0.32504,,0.29689,161.29032,,0.34818,0.18244,0.12936,0.49627,0.034602,0.04154,0.03903
1992-04-15,1250.0001,,0.32615,,0.29856,158.73021,,0.34692,0.18074,0.12735,0.49578,0.034542,0.03968,0.03904
1992-04-22,1250.0001,,0.32425,,0.29779,153.84612,,0.34662,0.18074,0.12756,0.49529,0.034843,0.03937,0.03894
1992-04-29,1111.1101,,0.32474,,0.29718,153.84612,,0.34776,0.18103,0.12756,0.49504,0.034843,0.03816,0.03898
1992-05-06,1111.1101,,0.32315,,0.29851,151.51522,,0.34971,0.18054,0.12735,0.49407,0.034843,0.03875,0.03904
1992-05-13,1111.1101,,0.32393,,0.29847,151.51522,,0.35087,0.18136,0.12711,0.49358,0.035149,0.03831,0.03901
1992-05-20,1000.0001,,0.32226,,0.29772,149.25371,,0.35379,0.18136,0.12851,0.49358,0.035461,0.03846,0.03923
1992-05-27,1000.0001,,0.32185,,0.29721,147.05882,,0.35085,0.18165,0.12656,0.49285,0.034746,0.03773,0.03923
1992-06-03,909.0901,,0.32082,,0.29289,144.92752,,0.35248,0.18202,0.12643,0.49285,0.034904,0.03795,0.0393
1992-06-10,909.0901,,0.32079,,0.29209,147.05882,,0.35435,0.18202,0.12629,0.49188,0.035149,0.03636,0.03933
1992-06-17,833.3331,,0.3203,,0.29143,144.92752,,0.35634,0.1822,0.12578,0.49212,0.035149,0.03831,0.03937
1992-06-24,833.3331,,0.3203,,0.28868,144.92752,,0.35739,0.18235,0.12573,0.49212,0.035273,0.03875,0.03938
1992-07-01,769.2301,,0.32046,,0.28711,147.05882,,0.36245,0.18262,0.12607,0.49164,0.034843,0.03906,0.03952
1992-07-08,769.2301,,0.32113,,0.28952,147.05882,,0.36363,0.18262,0.12669,0.49212,0.034965,0.03968,0.03957
1992-07-15,714.2851,,0.32066,,0.28595,147.05882,,0.36363,0.18274,0.12645,0.49115,0.034904,0.04,0.03958
1992-07-22,714.2851,,0.32149,,0.28492,144.92752,,0.36205,0.18375,0.12658,0.49285,0.035026,0.04,0.03954
1992-07-29,666.6661,,0.32144,,0.28106,142.85712,,0.36205,0.18404,0.12698,0.49212,0.035108,0.04024,0.03952
1992-08-05,625.0001,,0.32216,,0.2827,142.85712,,0.36185,0.18354,0.1269,0.49236,0.035143,0.04048,0.03949
1992-08-12,625.0001,0.775194,0.32541,,0.2816,142.85712,,0.36081,0.18319,0.12666,0.49236,0.035211,0.0398,0.03951
1992-08-19,588.2351,0.781861,0.32451,0.14424,0.28064,142.85712,,0.3614,0.18332,0.12653,0.49212,0.035109,0.04076,0.03955
1992-08-26,555.5551,0.777001,0.32504,0.14502,0.27878,144.92752,,0.36425,0.1845,0.12716,0.49236,0.035107,0.0421,0.03976
1992-09-02,526.3151,0.764526,0.32615,0.14432,0.27538,144.92752,,0.36656,0.18476,0.1273,0.49236,0.035108,0.04319,0.03984
1992-09-09,500.0001,0.738007,0.32647,0.1432,0.27394,142.85712,,0.36297,0.18252,0.12751,0.4914,0.035273,0.04081,0.03979
1992-09-16,476.1901,0.736377,0.32341,0.1435,0.27528,136.98631,,0.35305,0.1807,0.12748,0.49019,0.035078,0.03995,0.03952
1992-09-23,454.5451,0.713267,0.32144,0.14302,0.27418,135.13512,,0.35074,0.18067,0.12716,0.49091,0.035108,0.04,0.03952
1992-09-30,434.7821,0.67659,0.32154,0.14228,0.27317,138.88892,,0.35523,0.18135,0.12725,0.48971,0.035133,0.04098,0.03976
1992-10-07,400.0,0.641026,0.32159,0.14211,0.27528,136.98631,,0.35273,0.18045,0.12755,0.49091,0.035286,0.04032,0.03974
1992-10-14,384.615,0.647249,0.31908,0.14235,0.27833,131.57892,,0.35026,0.18005,0.12771,0.48995,0.035286,0.0404,0.0396
1992-10-21,370.37,0.637755,0.31969,0.14163,0.2771,131.57892,,0.34243,0.17968,0.12775,0.48971,0.035089,0.04089,0.03949
1992-10-28,344.827,0.631313,0.31989,0.14014,0.27604,129.87012,,0.33819,0.17968,0.12781,0.48923,0.035083,0.04081,0.03944
